Proposal_Number,Grant_Number,Field_of_Science,Field_of_Science_Division,Field_of_Science_Directorate,Project_Type,Transaction_Type,Start_Date,End_Date
BIO170059,BIO170059,Biological Sciences,Biological Sciences,Biological Sciences,Research,new,10/1/2017,9/30/2018
CIE170057,CIE170057,Computer and Information Science and Engineering,Computer and Information Science and Engineering,Computer and Information Science and Engineering,Educational,new,11/21/2017,11/20/2018
CCR140039,CCR140039,Computer and Computation Research,Computer and Computation Research,Computer and Information Science and Engineering,Campus Champions,renewal,7/13/2018,7/12/2019
BIO150070,BIO150070,Environmental Biology,Environmental Biology,Biological Sciences,Educational,renewal,10/2/2018,10/1/2019
CTS170006,CTS170006,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,Research,renewal,1/1/2019,12/31/2019
BIO150039,BIO150039,Biological Sciences,Biological Sciences,Biological Sciences,Startup,new,7/8/2015,7/7/2016
ENG160013,ENG160013,Engineering,Engineering,Engineering,Educational,new,5/2/2016,5/1/2017
IBN080014,IBN080015T,Integrative Biology and Neuroscience,Integrative Biology and Neuroscience,Biological Sciences,,new,8/21/2008,8/31/2009
CHE090146,CHE090146,Analytical and Surface Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,10/13/2009,10/13/2010
SEE110001,SEE110001,Science and Engineering Education,Science and Engineering Education,Other,Educational,new,12/18/2010,12/18/2011
CCR130042,CCR130042,Computer and Computation Research,Computer and Computation Research,Computer and Information Science and Engineering,Startup,new,5/18/2013,5/17/2014
DMR130098,DMR130098,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,new,5/18/2013,5/17/2014
DMR130099,DMR130099,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,new,5/30/2013,5/29/2014
CHE150003,CHE150003,Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,1/20/2015,1/19/2016
MCB150027,MCB150027,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,Startup,new,2/17/2015,2/16/2016
BIO150011,BIO150011,Biological Sciences,Biological Sciences,Biological Sciences,Startup,new,3/23/2015,3/22/2016
CHE160002,CHE160002,Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,1/12/2016,1/11/2017
MCB150027,MCB150027,Biological Sciences,Biological Sciences,Biological Sciences,Startup,renewal,5/2/2016,5/1/2017
CIE170038,CIE170038,Computer and Information Science and Engineering,Computer and Information Science and Engineering,Computer and Information Science and Engineering,Educational,new,8/10/2017,8/9/2018
BIO180011,BIO180011,Biological Sciences,Biological Sciences,Biological Sciences,Startup,new,2/5/2018,2/4/2019
BCS180017,BCS180017,Environmental and Ocean Systems,Biological and Critical Systems,Engineering,Startup,new,10/1/2018,9/30/2019
IRI180030,IRI180030,Robotics and Machine Intelligence,"Information, Robotics, and Intelligent Systems",Computer and Information Science and Engineering,Startup,new,12/11/2018,12/10/2019
BIO170069,BIO170069,Biological Sciences,Biological Sciences,Biological Sciences,Educational,new,8/10/2017,8/9/2018
EAR060008,EAR060004T,Earth Sciences,Earth Sciences,Geosciences,,new,12/16/2005,12/31/2006
EAR060008,EAR060004T,Earth Sciences,Earth Sciences,Geosciences,,renewal,1/5/2007,12/31/2007
MSS070009,MSS070010T,Mechanical and Structural Systems,Mechanical and Structural Systems,Engineering,,new,1/22/2007,1/31/2008
EAR070017,EAR070021N,Earth Sciences,Earth Sciences,Geosciences,,new,8/1/2007,7/31/2008
OCE110015,OCE110015,Physical Oceanography,Ocean Sciences,Geosciences,Startup,new,6/30/2011,6/30/2012
ENG170010,ENG170010,Engineering,Engineering,Engineering,Startup,new,5/22/2017,5/21/2018
BCS170006,BCS170006,Natural and Man-Made Hazard Mitigation,Biological and Critical Systems,Engineering,Startup,new,5/22/2017,5/21/2018
BCS170015,BCS170015,Natural and Man-Made Hazard Mitigation,Biological and Critical Systems,Engineering,Research,new,1/1/2018,12/31/2018
DEB180011,DEB180011,Environmental Biology,Environmental Biology,Biological Sciences,Startup,new,6/15/2018,6/14/2019
OCE180016,OCE180016,Biological Oceanography,Ocean Sciences,Geosciences,Startup,new,9/7/2018,9/6/2019
CHE080002,CHE080016N,Chemistry,Chemistry,Mathematical and Physical Sciences,,new,11/27/2007,11/30/2008
TRA090013,TRA090013T,Training,Training,Other,Startup,new,8/25/2009,8/25/2010
TRA090013,TRA090013,Training,Training,Other,Startup,new,8/25/2009,8/25/2010
CHE100050,CHE100050,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,2/27/2010,2/27/2011
CHE100038,CHE100038,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,TRAC,new,4/1/2010,3/31/2011
MCB150150,MCB150150,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,Startup,new,1/14/2016,1/13/2017
MCB050072,MCB050056T,Molecular Biosciences,Molecular Biosciences,Biological Sciences,,new,8/4/2005,8/31/2006
CHE060050,CHE060041T,Chemistry,Chemistry,Mathematical and Physical Sciences,,new,5/16/2006,5/31/2007
MCB060082,MCB060050T,Molecular Biosciences,Molecular Biosciences,Biological Sciences,,new,5/22/2006,5/31/2007
AST060025,AST060026N,Astronomical Sciences,Astronomical Sciences,Mathematical and Physical Sciences,,new,7/1/2006,6/30/2007
AST070017,AST070018T,Astronomical Sciences,Astronomical Sciences,Mathematical and Physical Sciences,,new,3/19/2007,3/31/2008
AST070018,AST070020T,Astronomical Sciences,Astronomical Sciences,Mathematical and Physical Sciences,,new,3/21/2007,3/31/2008
AST060025,AST060026N,Astronomical Sciences,Astronomical Sciences,Mathematical and Physical Sciences,,renewal,7/1/2007,6/30/2008
CHE060050,CHE060041T,Chemistry,Chemistry,Mathematical and Physical Sciences,,renewal,6/26/2007,6/30/2008
MCB070081,MCB070085N,Molecular Biosciences,Molecular Biosciences,Biological Sciences,,new,7/10/2007,7/1/2008
MCB080060,MCB080067N,Molecular Biosciences,Molecular Biosciences,Biological Sciences,,new,2/27/2008,3/1/2009
AST080033,AST080035T,Astronomical Sciences,Astronomical Sciences,Mathematical and Physical Sciences,,new,7/30/2008,7/31/2009
PHY090093,PHY090093,"Atomic, Molecular, and Optical Physics",Physics,Mathematical and Physical Sciences,Startup,new,5/26/2009,5/26/2010
DMS100005,DMS100005,Applied Mathematics,Mathematical Sciences,Mathematical and Physical Sciences,Startup,new,10/30/2009,10/30/2010
PHY100003,PHY100003,Physics,Physics,Mathematical and Physical Sciences,TRAC,new,1/1/2010,12/31/2010
CHE100030,CHE100030,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,12/18/2009,12/18/2010
PHY110009,PHY110009,"Atomic, Molecular, and Optical Physics",Physics,Mathematical and Physical Sciences,TRAC,new,1/1/2011,12/31/2011
DMS110016,DMS110016,Applied Mathematics,Mathematical Sciences,Mathematical and Physical Sciences,TRAC,new,4/1/2011,3/31/2012
AST120029,AST120029,Stellar Astronomy and Astrophysics,Astronomical Sciences,Mathematical and Physical Sciences,Startup,new,3/22/2012,3/22/2013
CHE120051,CHE120051,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,XRAC,new,7/1/2012,6/30/2013
PHY110009,PHY110009,Physics,Physics,Mathematical and Physical Sciences,XRAC,renewal,7/1/2012,6/30/2013
DMS110016,DMS110016,Applied Mathematics,Mathematical Sciences,Mathematical and Physical Sciences,XRAC,renewal,7/1/2012,6/30/2013
AST120060,AST120060,Stellar Astronomy and Astrophysics,Astronomical Sciences,Mathematical and Physical Sciences,XRAC,new,10/1/2012,9/30/2013
AST130018,AST130018,Stellar Astronomy and Astrophysics,Astronomical Sciences,Mathematical and Physical Sciences,Startup,new,2/15/2013,2/14/2014
AST130036,AST130036,Stellar Astronomy and Astrophysics,Astronomical Sciences,Mathematical and Physical Sciences,XRAC,new,7/1/2013,6/30/2014
AST120060,AST120060,Stellar Astronomy and Astrophysics,Astronomical Sciences,Mathematical and Physical Sciences,XRAC,renewal,1/1/2014,12/31/2014
MCB140145,MCB140145,Genetics and Nucleic Acids,Molecular Biosciences,Biological Sciences,Startup,new,4/17/2014,4/16/2015
DMS110016,DMS110016,Mathematical Sciences,Mathematical Sciences,Mathematical and Physical Sciences,XRAC,renewal,7/1/2014,6/30/2015
AST130036,AST130036,Stellar Astronomy and Astrophysics,Astronomical Sciences,Mathematical and Physical Sciences,XRAC,renewal,7/1/2014,6/30/2015
AST160054,AST160054,Stellar Astronomy and Astrophysics,Astronomical Sciences,Mathematical and Physical Sciences,Startup,new,9/22/2016,9/21/2017
AST120060,AST120060,Stellar Astronomy and Astrophysics,Astronomical Sciences,Mathematical and Physical Sciences,Research,renewal,1/1/2017,12/31/2017
MSS170014,MSS170014,Mechanics and Materials,Mechanical and Structural Systems,Engineering,Startup,new,5/1/2017,4/30/2018
AST120060,AST120060,Astronomical Sciences,Astronomical Sciences,Mathematical and Physical Sciences,Research,renewal,1/1/2018,12/31/2018
MSS180001,MSS180001,Mechanics and Materials,Mechanical and Structural Systems,Engineering,Research,new,4/1/2018,3/31/2019
CTS070024,CTS070027N,"Chemical, Thermal Systems","Chemical, Thermal Systems",Engineering,,new,2/8/2007,2/28/2008
NCR080007,NCR090001,Networking and Communications Research,Networking and Communications Research,Computer and Information Science and Engineering,Startup,new,10/10/2008,10/10/2009
CCR090039,CCR090039,Computer and Computation Research,Computer and Computation Research,Computer and Information Science and Engineering,Educational,new,6/6/2009,6/6/2010
CTS110064,CTS110064,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,Startup,new,10/7/2011,10/7/2012
CTS110064,CTS110064,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,Startup,new,1/13/2012,1/13/2013
DEB160006,DEB160006,Ecological Studies,Environmental Biology,Biological Sciences,Startup,new,4/13/2016,4/12/2017
MCB170055,MCB170055,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,Research,new,7/1/2017,6/30/2018
MCB170055,MCB170055,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,Research,renewal,6/26/2019,9/30/2019
OCE180009,OCE180009,Ocean Sciences,Ocean Sciences,Geosciences,Startup,new,4/17/2018,4/16/2019
MCB050052,MCB050036T,Molecular Biosciences,Molecular Biosciences,Biological Sciences,,new,6/15/2005,6/30/2006
DMR070015,DMR070009T,Materials Research,Materials Research,Mathematical and Physical Sciences,,new,12/11/2006,11/30/2007
MCB070071,MCB070071T,Molecular Biosciences,Molecular Biosciences,Biological Sciences,,new,5/8/2007,4/30/2008
MSS070022,MSS070028T,Mechanical and Structural Systems,Mechanical and Structural Systems,Engineering,,new,8/14/2007,8/1/2008
CTS090084,CTS090084T,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,new,5/7/2009,5/7/2010
CTS090084,CTS090084,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,new,5/7/2009,5/7/2010
CTS090093,CTS090093T,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,new,6/24/2009,6/24/2010
CTS090093,CTS090093,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,new,6/24/2009,6/24/2010
CTS090100,CTS090100,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,TRAC,new,10/1/2009,9/30/2010
CTS090100,CTS090100,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,TRAC,renewal,10/1/2010,9/30/2011
DMS110010,DMS110010,Applied Mathematics,Mathematical Sciences,Mathematical and Physical Sciences,Startup,new,1/6/2011,1/6/2012
DMR110038,DMR110038,Condensed Matter Physics,Materials Research,Mathematical and Physical Sciences,Startup,new,2/22/2011,2/22/2012
OCE110009,OCE110009,Ocean Sciences,Ocean Sciences,Geosciences,Startup,new,4/7/2011,4/7/2012
CDA110009,CDA110009,Educational Infrastructure,Cross-Disciplinary Activities,Computer and Information Science and Engineering,Startup,new,4/13/2011,4/13/2012
CCR110020,CCR110020,Computer and Computation Research,Computer and Computation Research,Computer and Information Science and Engineering,Startup,new,6/1/2011,6/1/2012
CTS090100,CTS090100,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,XRAC,renewal,10/1/2011,9/30/2012
OCE110009,OCE110009,Physical Oceanography,Ocean Sciences,Geosciences,Startup,renewal,4/8/2012,4/8/2013
DMR120079,DMR120079,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,new,8/9/2012,8/8/2013
DMS120030,DMS120030,Mathematical Sciences,Mathematical Sciences,Mathematical and Physical Sciences,Startup,new,8/15/2012,8/14/2013
CTS090100,CTS090100,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,XRAC,renewal,10/1/2012,9/30/2013
TRA110001,TRA110001,Training,Training,Other,Campus Champions,renewal,11/21/2012,11/20/2013
DEB130015,DEB130015,Environmental Biology,Environmental Biology,Biological Sciences,Startup,new,2/9/2013,2/8/2014
OCE110009,OCE110009,Physical Oceanography,Ocean Sciences,Geosciences,Startup,renewal,4/9/2013,4/8/2014
CCR110020,CCR110020,Computer and Computation Research,Computer and Computation Research,Computer and Information Science and Engineering,Startup,renewal,5/1/2013,4/30/2014
DMR130092,DMR130092,Materials Research,Materials Research,Mathematical and Physical Sciences,XRAC,new,7/1/2013,6/30/2014
DEB130028,DEB130028,Ecological Studies,Environmental Biology,Biological Sciences,Startup,new,6/27/2013,6/26/2014
CCR130052,CCR130052,Computer and Computation Research,Computer and Computation Research,Computer and Information Science and Engineering,Campus Champions,new,7/10/2013,7/9/2014
CTS090100,CTS090100,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,XRAC,renewal,10/1/2013,9/30/2014
TRA140008,TRA140008,Training,Training,Other,Campus Champions,new,11/9/2013,11/8/2014
DEB140011,DEB140011,Environmental Biology,Environmental Biology,Biological Sciences,XRAC,new,4/1/2014,3/31/2015
CCR130052,CCR130052,Advanced Scientific Computing,Advanced Scientific Computing,Computer and Information Science and Engineering,Campus Champions,renewal,11/10/2014,11/9/2015
TRA140008,TRA140008,Advanced Scientific Computing,Advanced Scientific Computing,Computer and Information Science and Engineering,Campus Champions,renewal,11/10/2014,11/9/2015
CTS090100,CTS090100,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Research,renewal,4/1/2015,3/31/2016
CCR130052,CCR130052,Advanced Scientific Computing,Advanced Scientific Computing,Computer and Information Science and Engineering,Campus Champions,renewal,12/9/2015,12/8/2016
CCR160003,CCR160003,Computer Systems Architecture,Computer and Computation Research,Computer and Information Science and Engineering,Startup,new,3/9/2016,3/8/2017
CTS090100,CTS090100,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Research,renewal,4/1/2016,3/31/2017
DEB140011,DEB140011,Ecological Studies,Environmental Biology,Biological Sciences,Research,renewal,7/1/2016,6/30/2017
CTS170024,CTS170024,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,new,5/25/2017,5/24/2018
CTS090100,CTS090100,Chemistry,Chemistry,Mathematical and Physical Sciences,Research,renewal,7/1/2017,6/30/2018
DMR170091,DMR170091,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,new,9/15/2017,9/14/2018
DMR170104,DMR170104,Materials Research,Materials Research,Mathematical and Physical Sciences,Research,new,1/1/2018,12/31/2018
CIE180008,CIE180008,Computer and Information Science and Engineering,Computer and Information Science and Engineering,Computer and Information Science and Engineering,Educational,new,2/19/2018,2/18/2019
CTS090100,CTS090100,Chemistry,Chemistry,Mathematical and Physical Sciences,Research,renewal,7/1/2018,6/30/2019
PHY180040,PHY180040,Nuclear Physics,Physics,Mathematical and Physical Sciences,Startup,new,9/11/2018,9/10/2019
DBS180011,DBS180011,Anthropology,Behavioral and Neural Sciences,"Social, Behavioral, and Economic Sciences",Startup,new,10/22/2018,10/21/2019
DMR170104,DMR170104,Materials Research,Materials Research,Mathematical and Physical Sciences,Research,renewal,1/1/2019,12/31/2019
